LogP,TPSA,hbond_donors,num_atoms,rotatable_bonds,Label
0.6602906147179625,0.08153128769701097,0.0,0.21226171182231168,0.13041008818311978,1.0
0.3421440942399958,0.13592413596638278,0.16666666666666666,0.13818516812528764,0.05,1.0
0.3175716168320395,0.5408213948638679,0.6666666666666666,0.2917242438200517,0.5,1.0
0.8396379069569437,0.1094316915939149,0.08333333333333333,0.3377859665284809,0.7000000000000001,1.0
0.6744947825178685,0.25521348128028576,0.25,0.3224320589590045,0.0,1.0
0.7127597043825696,0.054158418949696224,0.0,0.21495470597266966,0.4,
0.46150989504014284,0.1797015242924708,0.16666666666666666,0.16955766046194176,0.04891773935284283,1.0
0.6896970092855721,0.1718048219769345,0.16666666666666666,0.35313987409795733,0.35000000000000003,1.0
0.6270153668108561,0.0,0.0,0.09212344541685843,0.05,1.0
0.5434484023678728,0.32829507478174474,0.25,0.19960079840319325,0.15000000000000002,1.0
0.6560452967559298,0.17805387031728406,0.25,0.23030861354214605,0.1,1.0
0.6705833706413895,0.03781701084840652,0.0,0.19960079840319325,0.2,1.0
0.5720366953104211,0.045767677985658776,0.0,0.10747735298633483,0.0,1.0
0.5389190554349956,0.07715961096300167,0.0,0.06141563027790563,0.05,1.0
0.6853525336560777,0.07715961096300167,0.0,0.18424689083371684,0.35000000000000003,1.0
0.5793699236779366,0.20847764087569956,0.0,0.18424689083371684,0.25,1.0
0.5652375395971224,0.07715961096300167,0.0,0.09212344541685843,0.1,
0.5420286889161305,0.10524015692268751,0.0,0.09212344541685843,0.05,1.0
0.5082081941129487,0.0,0.0,0.0,0.0,1.0
0.2437874255263931,0.728791595411378,0.8333333333333333,0.36849378166743374,0.2,1.0
0.8675380678257896,0.15431922192600334,0.0,0.4299094119453393,0.8,1.0
0.4963524378311187,0.24356619399803797,0.16666666666666666,0.19960079840319325,0.0,1.0
0.21863477245188245,0.6305791947103743,0.3333333333333333,0.18541746073965212,0.0,1.0
0.595535892095961,0.054158418949696224,0.0,0.10747735298633483,0.25,1.0
0.5014198268316552,0.014637432125017627,0.0,0.0,0.0,
0.42766761331044645,0.3234249244319887,0.5,0.15353907569476405,0.25,1.0
0.6443097485960306,0.014704676458981807,0.0,0.12415245152641351,0.21854631240635056,1.0
0.6544841613051422,0.27748121691561584,0.0,0.3992015968063865,0.30000000000000004,1.0
0.5301787510361781,0.16276863940027878,0.25,0.16889298326424046,0.25,1.0
0.6053346705779805,0.2622123971708288,0.25,0.23543654648218112,0.02082522159519395,1.0
0.5626551012486254,0.11575227194137623,0.16666666666666666,0.09212344541685843,0.0,1.0
0.4383068676292952,0.517708433548861,0.08333333333333333,0.5137593347694487,0.2692229094706851,
0.44501470394452725,0.26342819271360907,0.3333333333333333,0.18424689083371684,0.30000000000000004,
0.6025301897406081,0.05008040148815355,0.0,0.09212344541685843,0.15000000000000002,1.0
0.6745889155480156,0.05008040148815355,0.0,0.23030861354214605,0.1,1.0
0.6483525964096145,0.08643049958060947,0.08333333333333333,0.16889298326424046,0.15000000000000002,1.0
0.6608622212718469,0.1094316915939149,0.08333333333333333,0.15353907569476405,0.35000000000000003,1.0
0.5306346318241436,0.09584807947381234,0.0,0.06343775711080127,0.05,1.0
0.6374528035857587,0.26368612309714934,0.25,0.2770706305461484,0.0,1.0
0.6612987229603895,0.07715961096300167,0.0,0.16889298326424046,0.35000000000000003,
0.9999999999999999,0.24133648660899304,0.3333333333333333,0.6909258406264382,1.0,1.0
0.6805664210240578,0.08537432239632503,0.08333333333333333,0.21495470597266966,0.4,1.0
0.7094351021100699,0.23139081812364795,0.16666666666666666,0.4299094119453393,0.1,1.0
0.5483099484883717,0.31696211302330407,0.25978667693563773,0.3802413596429395,0.2,1.0
0.8721249552086905,0.0033609879808138426,0.0,0.24375684144813492,0.05620584582414715,
0.5309342051989362,0.09993542919211973,0.0,0.0751648125507131,0.09738710603569882,
0.4710294950979169,0.26263714532575444,0.3333333333333333,0.06657541032916478,0.0,1.0
0.7298448940035249,0.07715961096300167,0.0,0.23030861354214605,0.4,1.0
0.6449735598088966,0.054158418949696224,0.0,0.16889298326424046,0.25,1.0
0.6957001913315286,0.054158418949696224,0.0,0.18424689083371684,0.5,
0.8415944615844111,0.07715961096300167,0.0,0.3070781513895281,0.8,1.0
0.85717500420839,0.0,0.0,0.3377859665284809,0.0,1.0
0.5253628535830576,0.2536585537589781,0.16666666666666666,0.19960079840319325,0.1,1.0
0.3064125795472976,0.3561077406345681,0.5,0.15353907569476405,0.0,1.0
0.758083985595239,0.13187545675995913,0.08333333333333333,0.26101642868109887,0.1,
0.9736028428276559,0.1001608029763071,0.0,0.4759711346537685,0.7000000000000001,1.0
0.5611909121786334,0.19357380727524146,0.16666666666666666,0.15353907569476405,0.05,1.0
0.13803590467748067,0.882377360959406,1.0,0.16889298326424046,0.0,1.0
0.6254630464745209,0.19530749598344788,0.0,0.28211452014814925,0.05,1.0
0.636726245552433,0.1094316915939149,0.08333333333333333,0.13818516812528764,0.30000000000000004,
0.5735926954472258,0.10423882043784978,0.0,0.15353907569476405,0.2,1.0
0.575908722053493,0.05935129010576135,0.08333333333333333,0.07676953784738202,0.1,
0.6234875701668641,0.2046216497572155,0.0,0.29735406481582494,0.05,1.0
0.673628611833222,0.136510901068763,0.08333333333333333,0.23030861354214605,0.15000000000000002,1.0
0.5824301004317275,0.25253587048041853,0.22158678571370347,0.21530593757572009,0.05,1.0
0.6009279717779578,0.05935129010576135,0.08333333333333333,0.10747735298633483,0.25,1.0
0.6077485517705765,0.2360573955035512,0.02261744837055953,0.32659925349987223,0.05,1.0
0.6365978627028617,0.136510901068763,0.08333333333333333,0.19960079840319325,0.2,1.0
0.7010922710135253,0.054158418949696224,0.0,0.2763703362505753,0.4,1.0
0.532974572073967,0.09584807947381234,0.0,0.06605704237315124,0.05,1.0
0.8571750042083901,0.0,0.0,0.3377859665284809,0.0,1.0
0.24753620473387644,0.20310874018892036,0.08333333333333333,0.12283126055581124,0.05,1.0
0.3357534637000463,0.5361988079968285,0.8968101120193427,0.16179854163180807,0.0,1.0
0.9011148047712823,0.38133864003691853,0.16666666666666666,0.7830492860432967,0.6000000000000001,1.0
0.6110599462661287,0.05008040148815355,0.0,0.10747735298633483,0.1,1.0
0.5030292537713056,0.099359178452046,0.0,0.05856173323493253,0.0907062842795581,
0.3238264292631555,0.06765401630444176,0.0,0.015353907569476407,0.0,1.0
0.5518549113578048,0.05935129010576135,0.08333333333333333,0.06141563027790563,0.1,1.0
0.4459185192055095,0.2508420812675529,0.0,0.04606172270842922,0.0,1.0
0.6328249322104934,0.07896344736225513,0.016214163079501742,0.1812594816988478,0.10972849784770106,1.0
0.6849406814746528,0.2685623873594362,0.08333333333333333,0.36849378166743374,0.15000000000000002,
0.5154917530452157,0.3962131353822576,0.25,0.44526331951481574,0.25,
0.11437237784448889,0.6236139508097199,0.3333333333333333,0.3070781513895281,0.4,
0.8218996949330308,0.0188764910005478,0.0,0.23961049374583687,0.06970842711668074,0.0
0.6329107072631726,0.07715961096300167,0.0,0.16889298326424046,0.25,0.0
0.39214151117706236,0.32788433921007853,0.16666666666666666,0.07676953784738202,0.0,
0.9189379925065544,0.18238566953377303,0.08333333333333333,0.4145555043758629,0.2915060732517223,0.0
0.7582893981545533,0.17074864479265006,0.16666666666666666,0.3992015968063865,0.2,0.0
0.6478544709532776,0.03781701084840652,0.0,0.13818516812528764,0.2,0.0
0.7230806584253094,0.24849502085803196,0.16666666666666666,0.36849378166743374,0.1,0.0
0.4963524378311187,0.24356619399803797,0.16666666666666666,0.19960079840319325,0.0,
0.7935439410272341,0.0,0.0,0.2717036310109771,0.0,0.0
0.5295173225951865,0.4127305730142613,0.08333333333333333,0.3838476892369101,0.25,
0.6627633040066658,0.23989242525563273,0.16666666666666666,0.29826183152181285,0.02623678188307161,0.0
0.5823535411019748,0.304560426390464,0.0,0.3377859665284809,0.1,0.0
0.7818296774519559,0.15027054271957965,0.08333333333333333,0.3992015968063865,0.2,0.0
0.3970406007167052,0.46750509532145684,0.08333333333333333,0.4759711346537685,0.2,0.0
0.654386590339468,0.05008040148815355,0.0,0.16889298326424046,0.2,
0.6429644938664676,0.260145635959016,0.25,0.2872735627308537,0.0,0.0
0.8029287606195938,0.0,0.0,0.2813047952678207,0.0,0.0
0.5839363196267648,0.26658489109194083,0.05049974727258545,0.3377859665284809,0.05,
0.5539347135208607,0.05008040148815355,0.0,0.04606172270842922,0.05,0.0
0.7679742940940032,0.0,0.0,0.24958903120596967,0.0,
0.6292286871374662,0.05008040148815355,0.0,0.13818516812528764,0.15000000000000002,0.0
0.6449786951228794,0.153497750782671,0.16666666666666666,0.21495470597266966,0.1,0.0
0.6205887531446993,0.21856545437111682,0.16666666666666666,0.2377660414452487,0.05,0.0
0.5318066455687428,0.1001608029763071,0.0,0.07676953784738202,0.2,0.0
0.6604668020951672,0.05935129010576135,0.08333333333333333,0.15353907569476405,0.2,0.0
0.5182769991972177,0.08661856257887274,0.0,0.04606172270842922,0.05,0.0
0.6331171468852832,0.1663772447799173,0.0,0.26101642868109887,0.35000000000000003,
0.5905546375325926,0.1187025802115227,0.16666666666666666,0.15353907569476405,0.05,0.0
0.4535033779581849,0.18576983141358425,0.25,0.04606172270842922,0.05,0.0
0.5376763094511449,0.15431922192600334,0.0,0.15353907569476405,0.2,0.0
0.6146598013681094,0.04632510483292001,0.08333333333333333,0.10747735298633483,0.0,0.0
0.6319041857225332,0.05935129010576135,0.08333333333333333,0.13818516812528764,0.05,
0.6935330888307641,0.054158418949696224,0.0,0.19960079840319325,0.4,
0.501140430450906,0.3138974218164667,0.058949750002743974,0.22132341471005418,0.13536985000164642,
0.7741575183615721,0.13765509301840448,0.08333333333333333,0.36849378166743374,0.15000000000000002,
0.506457322090563,0.2782248385703596,0.16666666666666666,0.33618426786256617,0.04447840682944487,0.0
0.3623464194485434,0.1539965011196942,0.0,0.03070781513895281,0.0,
0.7540630347466645,0.07715961096300167,0.0,0.24566252111162246,0.5,0.0
0.44149187855228933,0.31350859420176264,0.3333333333333333,0.12283126055581124,0.2,
0.601621239165643,0.05935129010576135,0.08333333333333333,0.12283126055581124,0.05,0.0
0.47089745781956177,0.1281226693742222,0.16666666666666666,0.13378367440788502,0.05,0.0
0.7296959698980221,0.027079209474848112,0.0,0.23030861354214605,0.0,0.0
0.5725255772015888,0.07563402169681303,0.0,0.10747735298633483,0.05,0.0
0.5564706266655816,0.1827204878815817,0.2812268308756147,0.12858470705523356,0.0,0.0
0.5999882093190955,0.07715961096300167,0.0,0.13818516812528764,0.0,
0.6437256785110631,0.05008040148815355,0.0,0.13818516812528764,0.2,0.0
0.6228970253614189,0.09584807947381234,0.0,0.12867225981240268,0.3190212140790901,0.0
0.628515905556646,0.08643049958060947,0.08333333333333333,0.16889298326424046,0.15000000000000002,0.0
0.46748250324690094,0.1424111213664209,0.16666666666666666,0.14689399318415147,0.05,
0.5028311191624704,0.099416755197459,0.0,0.058766714617743465,0.0913738061526819,0.0
0.4459185192055095,0.2508420812675529,0.0,0.04606172270842922,0.0,0.0
0.6280270236654784,0.3613592883008713,0.16666666666666666,0.4145555043758629,0.2,0.0
0.3210482243984315,0.29578828810987934,0.25,0.10747735298633483,0.15000000000000002,0.0
0.782639439801727,0.4588701271236513,0.09669711717664525,0.9519422693075371,0.15000000000000002,0.0
0.8425554241533636,0.0,0.0,0.32379857294007564,0.0,0.0
0.6069176059434991,0.0058432724557219776,0.0,0.04606172270842922,0.0,
0.7803281994227987,0.0,0.0,0.2586087408979451,0.0,0.0
0.6282016243408953,0.054158418949696224,0.0,0.13818516812528764,0.30000000000000004,0.0
0.7371282364088709,0.061311083018655205,0.0,0.3083638574917424,0.22083738038437217,0.0
0.528247872978625,0.10271323117166116,0.0,0.09212344541685843,0.05,
0.5153116011283202,0.237692110050063,0.3333333333333333,0.10830611720009867,0.0,
0.35106954927122325,0.5185098432537072,0.7970341765770694,0.2143225584468495,0.0,0.0
0.5086197783626495,0.41977114518092096,0.3333333333333333,0.13469543422479135,0.0,
0.8289531825757118,0.026087573804928186,0.0,0.24540573240986424,0.11843641284727166,0.0
0.4789851278191283,0.12719491552178996,0.16666666666666666,0.08602647808167,0.05,0.0
0.7038242580524037,0.05008040148815355,0.0,0.19960079840319325,0.1,0.0
0.5376763094511449,0.15431922192600334,0.0,0.15353907569476405,0.2,0.0
0.8739652950260423,0.027079209474848112,0.0,0.24417157984326668,0.1,0.0
0.4963524378311187,0.24356619399803797,0.16666666666666666,0.19960079840319325,0.0,0.0
0.661834875822608,0.25521348128028576,0.25,0.3112203021993354,0.0,0.0
0.6618533368705377,0.09487991705488494,0.08333333333333333,0.18424689083371684,0.05,0.0
0.5801758086953577,0.022530778541098237,0.0,0.04606172270842922,0.0207775545121287,0.0
0.6908319136757829,0.1313180299126979,0.0,0.16889298326424046,0.25,0.0
0.5631423314921179,0.12724001245115524,0.0,0.13818516812528764,0.2,
0.8393852495089872,0.17403452936597943,0.0,0.44526331951481574,0.30000000000000004,0.0
0.5944754268129195,0.357245022102166,0.08524942046342138,0.4869151606386104,0.2965510431658416,0.0
0.5923485501509924,0.21557010693203,0.16666666666666666,0.20786189637001729,0.05,0.0
0.47147510993438474,0.09824868545622018,0.039356817013581805,0.029856649905204362,0.023614090208149086,
0.7337826877805407,0.06748890247951947,0.0,0.30182440496447005,0.2165782349533597,0.0
0.4208367573985822,0.5011513318095059,0.08333333333333333,0.49623302447507456,0.2463931376812333,0.0
0.6108596690207974,0.054158418949696224,0.0,0.13818516812528764,0.15000000000000002,
0.4823887818946559,0.11933251196237593,0.14718226390891131,0.04606172270842922,0.05,0.0
0.0076942959951033915,0.9953737525088057,0.41666666666666663,0.998447950137416,0.9950106116707753,0.0
0.6735009810341901,0.08918458358790408,0.07674954342471466,0.2763703362505753,0.2,0.0
0.6738138917245481,0.0892001483134586,0.07624137615668455,0.2763703362505753,0.2,0.0
0.874175034176994,0.0032231569134452825,0.0,0.33595843705879963,0.011902699436034253,0.0
0.4797191558406546,0.136510901068763,0.08333333333333333,0.07676953784738202,0.05,0.0
0.4535021957660944,0.2984253835275233,0.0,0.05479936697917798,0.0,
0.5471595510171134,0.31204729832835826,0.1881965456803298,0.40662187783927584,0.34832829036720847,
0.9032582373339803,0.16398765670237325,0.07488559187057006,0.4083296239795381,0.2949313551223421,0.0
0.7112684092019488,0.22211992950604018,0.08333333333333333,0.4299094119453393,0.1,0.0
0.36949683063826944,0.46750509532145684,0.08333333333333333,0.44526331951481574,0.2,0.0
0.4076193475213844,0.11773441779259532,0.0,0.19960079840319325,0.1,
0.6612987229603895,0.07715961096300167,0.0,0.16889298326424046,0.35000000000000003,
0.5952996676527497,0.08643049958060947,0.08333333333333333,0.12283126055581124,0.1,0.0
0.760266494037952,0.16913504076110442,0.0,0.3838476892369101,0.4,0.0
0.6839823239572022,0.24594259266267793,0.16666666666666666,0.3224320589590045,0.0,
0.6687192516656135,0.1187025802115227,0.16666666666666666,0.18424689083371684,0.25,0.0
0.7819343262218209,0.0,0.0,0.26205949554883307,0.0,0.0
0.5278781303718595,0.16878298169967626,0.16666666666666666,0.10747735298633483,0.15000000000000002,0.0
0.8768740686466179,0.0,0.0,0.24566252111162246,0.05,0.0
0.5613347009701534,0.05008040148815355,0.0,0.06141563027790563,0.0,
0.8506586207446617,0.01855289549549665,0.0,0.2351430322451326,0.08425671549372421,
0.6293159874751747,0.19952947306440086,0.08333333333333333,0.24566252111162246,0.2,0.0
0.6290621533969184,0.07175494255666957,0.0,0.17703137095053084,0.1,0.0
0.5846747030222248,0.05008040148815355,0.0,0.03070781513895281,0.0,0.0
0.5852703994442359,0.07715961096300167,0.0,0.10747735298633483,0.15000000000000002,
0.7876359393217196,0.13187545675995913,0.08333333333333333,0.2896645128994213,0.1,0.0
0.8823816729600547,0.2149826520249795,0.08333333333333333,0.3935078828659614,0.19020834579328652,0.0
0.6254080135342228,0.0,0.0,0.04606172270842922,0.0,0.0
0.6784814508731324,0.25235815193869027,0.2243342713288879,0.3224320589590045,0.0,0.0
0.2590957965092807,0.27061606521776704,0.0,0.04606172270842922,0.0,0.0
0.479077563996275,0.2119021986838562,0.16666666666666666,0.18470546138225852,0.02425333250433703,
0.5297890189986015,0.10177392877797435,0.0,0.07785744331012288,0.09645723586058437,0.0
0.651251484663135,0.01861426054707169,0.0,0.3621715716016498,0.19117655415845086,
0.5919052251100833,0.1001608029763071,0.0,0.12283126055581124,0.25,
0.7614630221959571,0.07715961096300167,0.0,0.24566252111162246,0.6000000000000001,0.0
0.4963524378311187,0.24356619399803797,0.16666666666666666,0.19960079840319325,0.0,
0.3700594613078184,0.46750509532145684,0.08333333333333333,0.4458087416873812,0.2,0.0
0.6282016243408953,0.054158418949696224,0.0,0.13818516812528764,0.30000000000000004,0.0
0.9174633512948382,0.18870264217853167,0.08333333333333333,0.4145555043758629,0.26524812046862456,
0.6346926612152228,0.11245353187117314,0.08333333333333333,0.19960079840319325,0.05,0.0
0.7808903088497172,0.0,0.0,0.26374117985970535,0.0,0.0
0.6257231542466777,0.03804112741313107,0.0,0.10437594711396367,0.05,0.0
0.5433419709459483,0.12983314172107832,0.16666666666666666,0.08230038033001591,0.015994405727651366,0.0
0.6899640456126808,0.23963486781209034,0.16666666666666666,0.6141563027790562,0.55,
0.3628650861608118,0.40310762533522543,0.5,0.26101642868109887,0.0,0.0
0.6258361114618335,0.238868569010473,0.038182240561491054,0.3377859665284809,0.05,0.0
0.7659258549347465,0.13187545675995913,0.08333333333333333,0.26861844834269527,0.1,
0.6573239899376605,0.0,0.0,0.12283126055581124,0.0,0.0
0.651822043211337,0.12861193772066257,0.08333333333333333,0.38651931964643904,0.2768643209489924,0.0
0.6772027903652884,0.05935129010576135,0.08333333333333333,0.21495470597266966,0.0,
0.7836167667179892,0.18072365153311415,0.0,0.3377859665284809,0.25,0.0
0.4844954620724441,0.12656281334254957,0.16666666666666666,0.05348829158632895,0.05,0.0
0.7928921182398294,0.010884163407905476,0.0,0.31375834907812616,0.18587703188645982,0.0
0.7584896753998847,0.07715961096300167,0.0,0.26101642868109887,0.4,0.0
0.6317306121099127,0.136510901068763,0.08333333333333333,0.18424689083371684,0.15000000000000002,0.0
0.4991983538188261,0.03287325648399258,0.0,0.0,0.0,0.0
0.508553875437776,0.04021828314578839,0.0,0.0,0.0,0.0
0.794563464413567,0.0,0.0,0.21407272648952208,0.0,0.0
0.64872233901638,0.05935129010576135,0.08333333333333333,0.13818516812528764,0.30000000000000004,0.0
0.6351518225922668,0.05071275779630133,0.0,0.12426544427011714,0.0511676048164093,
0.5712262298395966,0.12818109612202122,0.0,0.17852173221091902,0.4156780104724294,0.0
0.5797046567140682,0.30128408339229795,0.3128554144455852,0.32594311581859126,0.12457350266529774,
0.6118713258754196,0.05935129010576135,0.08333333333333333,0.10747735298633483,0.15000000000000002,
0.6027654462638775,0.09371896176038928,0.018839922584213555,0.12136214162509192,0.22739209289894374,0.0
0.506119805026507,0.18576983141358425,0.25,0.09212344541685843,0.1,0.0
0.7080814333441896,0.07715961096300167,0.0,0.2763703362505753,0.15000000000000002,0.0
0.6108596690207974,0.054158418949696224,0.0,0.13818516812528764,0.15000000000000002,0.0
0.5385698540841615,0.15951209308206846,0.08333333333333333,0.10747735298633483,0.15000000000000002,0.0
0.6192661780107294,0.05008040148815355,0.0,0.13818516812528764,0.05,0.0
0.2261681632512212,0.5560479492706352,0.6666666666666666,0.3224320589590045,0.2,
0.0023917211343746914,0.29482012569095195,0.08333333333333333,0.13818516812528764,0.15000000000000002,
0.5387168799580065,0.09623857670126583,0.0,0.07537931231287016,0.054527269453137905,0.0
0.6011949726549514,0.1442745062060285,0.0,0.20158871539583284,0.09352634831346922,0.0
0.9999999999999999,0.1187025802115227,0.16666666666666666,0.6141563027790562,0.5,0.0
0.5818021565433845,0.6318860778282279,0.334595133103127,0.7083720923558673,0.35227123958562867,0.0
0.567009222921207,0.1625339333593267,0.08333333333333333,0.12283126055581124,0.15000000000000002,0.0
0.5811672835719355,0.07715961096300167,0.0,0.10747735298633483,0.25,
0.33461572394113176,0.49188518532535586,0.3333333333333333,0.24566252111162246,0.2,
0.6439978501521544,0.136510901068763,0.08333333333333333,0.19960079840319325,0.25,0.0
0.6519370455696467,0.05935129010576135,0.08333333333333333,0.13818516812528764,0.2,0.0
0.615163062138429,0.05008040148815355,0.0,0.12283126055581124,0.05,0.0
0.7762116439547135,0.0,0.0,0.19960079840319325,0.05,0.0
0.6681338258715682,0.07715961096300167,0.0,0.21495470597266966,0.2,
0.8249440444006276,0.0,0.0,0.30436026616835826,0.0,0.0
0.26646497207467623,0.3881451152245293,0.3333333333333333,0.13818516812528764,0.1,0.0
0.8105365475643381,0.01329885552022607,0.0,0.24593553064919518,0.049110944440894415,
0.789186547085815,0.13187545675995913,0.08333333333333333,0.2911676941180486,0.1,0.0
0.5773170504766509,0.12847091122180343,0.21829833270770313,0.11114939329010998,0.0,0.0
0.6698705890605694,0.1939845428469076,0.0,0.36849378166743374,0.30000000000000004,
0.4963524378311187,0.24356619399803797,0.16666666666666666,0.19960079840319325,0.0,0.0
0.6777151475843435,0.2541279975854587,0.24024290137656018,0.3224320589590045,0.0,0.0
0.8076192242738489,0.35208839968326355,0.08333333333333333,0.7830492860432967,0.5,0.0
0.0,1.0,0.41666666666666663,1.0,1.0,
0.585474967331806,0.01224311934224531,0.0,0.04606172270842922,0.03412066023694417,0.0
0.6723242420815772,0.25521348128028576,0.25,0.3224320589590045,0.0,0.0
0.8303097768776455,0.15558417753832268,0.08333333333333333,0.331878749465841,0.1326907869088783,0.0
0.47517953827981163,0.16878298169967626,0.16666666666666666,0.06141563027790563,0.05,
0.7445472979364359,0.1187025802115227,0.16666666666666666,0.3070781513895281,0.2,0.0
0.6327361065877555,0.07715961096300167,0.0,0.13818516812528764,0.30000000000000004,0.0
0.7379084940627635,0.059870275708940046,0.0,0.3098890058167326,0.2218307094884383,0.0
0.715733051178642,0.054158418949696224,0.0,0.19960079840319325,0.55,0.0
0.4922570703416828,0.053632715350577405,0.0,0.0010890866902160804,0.0,0.0
0.6078481448970622,0.2834053707807905,0.2983643847660991,0.2877493912418169,0.05803726171931897,
0.5021553426317438,0.2932065216594063,0.3333333333333333,0.18424689083371684,0.1,0.0
0.3082458866391764,0.31180697540485997,0.16666666666666666,0.12283126055581124,0.15000000000000002,0.0
0.5214522883169788,0.10843928279496444,0.0,0.08235261351860304,0.08181871407666871,
0.6658537464631811,0.0,0.0,0.12283126055581124,0.05,
0.4963524378311187,0.24356619399803797,0.16666666666666666,0.19960079840319325,0.0,
0.6732537339124737,0.0,0.0,0.12283126055581124,0.05,0.0
0.4224090517920039,0.22813427180543763,0.25,0.07676953784738202,0.1,0.0
0.6202367523534889,0.2199488986272333,0.0,0.3224320589590045,0.05,0.0
0.5912684461762093,0.08123762842454434,0.0,0.15353907569476405,0.15000000000000002,0.0
0.49383613397952025,0.05008040148815355,0.0,0.0,0.0,0.0
0.4564749448758669,0.1474759503651668,0.16666666666666666,0.09588812896745921,0.05,
0.63161436218594,0.17533854875065072,0.08333333333333333,0.48118972432144735,0.34174858431319904,0.0
0.3403980874858254,0.08801476535703612,0.08333333333333333,0.0,0.0,0.0
0.5890942107180989,0.1782472133216934,0.16666666666666666,0.16616311439240752,0.06177796359622478,
0.8571750042083901,0.0,0.0,0.3377859665284809,0.0,
0.48970479145458795,0.5397016402090734,0.11335228538186931,0.5650412578368201,0.3180113712291216,
0.87369951890609,0.0,0.0,0.24688172247263934,0.053970329232151476,0.0
0.6125912968958157,0.07563402169681303,0.0,0.13818516812528764,0.15000000000000002,0.0
0.5259369816863406,0.15951209308206846,0.08333333333333333,0.09212344541685843,0.15000000000000002,0.0
0.8737517977450429,0.15431922192600334,0.0,0.4299094119453393,0.8,
0.6405161072717793,0.05935129010576135,0.08333333333333333,0.13818516812528764,0.2,0.0
0.6796369291931612,0.07715961096300167,0.0,0.21495470597266966,0.30000000000000004,0.0
0.39841686486410993,0.25283708261564575,0.3333333333333333,0.06141563027790563,0.0,0.0
